example_id,conversation_id,customer_message,conversation_context,intent,expected_action,escalation_reason,historical_resolution,review_status,annotation_notes
SPOT-GOLD-182,450893,@SpotifyCares Add “Pirates” to the This is: @221912 playlist RIGHT NOW!!!!,None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@221911 Hi Tyler! Thanks for the feedback. Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion 🤘 /JI",PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-183,1334568,@SpotifyCares can I use NUS Extra for my student discount or is it only unidays?,None (thread root),subscription_and_billing,INFO_PROVISION,N/A,@431324 Hey Leesha! NUS is currently unavailable as a discount option. We’d recommend using UNiDAYS at https://t.co/ZCWeItTUhj /JN,PENDING_HUMAN_REVIEW,"Candidate intent: subscription_and_billing. Explain subscription tier, family plan invite rules, or student discount criteria"
SPOT-GOLD-184,2675792,"@117168 Trying to open the student account you charged me 2 times the same amount. The worst, you do not have a customer service number https://t.co/UbBTrRl1mZ",None (thread root),subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,@583059 Hey Joseph! Help's here. Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: subscription_and_billing. Requires private transaction details or billing system lookup
SPOT-GOLD-185,563541,@SpotifyCares I got charged for a student account on my card but I'm still getting messages that my payment has failed? :( not sure what's going on,None (thread root),subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,"@251958 Hey Jack, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",PENDING_HUMAN_REVIEW,Candidate intent: subscription_and_billing. Requires private transaction details or billing system lookup
SPOT-GOLD-186,1045687,@SpotifyCares And here we go again. Are you serious? Where do you find such an amount of counties to launch regularly and always skip Russia?,Prior Turn [SpotifyCares (1045685)]: @237055 Hey! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /MO,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,@237055 Sorry to hear you feel that way. We'll make sure to let the right folks know about your comments. Hope we'll be with you soon /MO,PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-187,1198370,@115888 can you please fix ur desktop app it keeps crashing,None (thread root),app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,@401559 Hey there! Can you let us know the operating system and Spotify version you're using? We'll see what we can suggest /RH,PENDING_HUMAN_REVIEW,"Candidate intent: app_crash_and_performance. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-188,2070005,@117153 my Spotify is having problems I have premium but it says it’s still on free,None (thread root),subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,@612167 Hey there! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: subscription_and_billing. Requires private transaction details or billing system lookup
SPOT-GOLD-189,790785,@115888 it’d be sick if you could listen to songs with your friends at the exact time. I need to be in sync! /),None (thread root),offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,"@308572 Hey! It's not possible for now, but you can support the idea by adding your vote here: https://t.co/t64lsvMKm2 /CB",PENDING_HUMAN_REVIEW,"Candidate intent: offline_listening_and_downloads. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-190,2338256,@SpotifyCares is gorgeous (by taylor swift) not meant to be available in australia yet?? https://t.co/2wHD9h3uBs,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,@556800 Hey there! Is this the one you're looking for: https://t.co/e1vz2Onagm? /FR,PENDING_HUMAN_REVIEW,"Candidate intent: ambiguous_vague. Ask customer for device model, OS version, and exact error behavior before diagnosing"
SPOT-GOLD-191,1340991,"Yo, @116130 @SpotifyCares still no @266565 or @425725 album on UK Spotify yet?? 😠",None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,"@432786 Hey Pete, we’ll have it available to you as soon as it’s available to us! There's info about content here: https://t.co/0i8GpimuDa /MQ",PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-192,2909826,"@115888, why are you committing suicide by fucking with playlists? Now it only plays the most ""profitable"" tracks, and just because I like an artist, doesn't mean I want to hear them on EVERY playlist. At this rate you're going where Pandora went! #disappointed #stupid #Ethereum",None (thread root),multi_intent,DIRECT_TROUBLESHOOT,N/A,"@805588 Hey there! Sorry to hear you feel that way. Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your feedback /PB",PENDING_HUMAN_REVIEW,Candidate intent: multi_intent. Acknowledge primary symptom and offer initial isolation steps
SPOT-GOLD-193,1652661,"@SpotifyCares I was able to stream the new Beck album on release day, but now it simply refuses to play. Any reason why?",None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,"@504572 Hey Austin, help's here! What device are you on and are you getting any error messages? Also, is this happening on any other devices? /MQ",PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-194,1414646,@SpotifyCares So does Spotify have some kind of feature that will always pick your least fav songs from the playlist? Cuz it works all the time lol I just played this playlist of 140 with half half of my fav songs and ok songs for 1 h and it played none of the half of my favs smh,None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,@448752 Hi Pat! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /XF,PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-195,2042314,@115888 will the Time Capsule playlist update like the Discover Weekly playlist?,None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@317312 Hey Cathy! Nope, the tracks in your Time Capsule will not update like your Discover Weekly playlist. Hope this clarifies things /JP",PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-196,1698942,@115888 @SpotifyCares are there any plans to scrap the library limit in the future? Its very oppressive.,None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@515260 Hey, we hear you! We’d love to see your vote and hear your feedback on this idea: https://t.co/8OOl8B2i69 /TR",PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-197,2633270,Hello there @SpotifyCares how about adding #AllNight by @32023 and @134388 on Today's Top Hits playlist? It's the highest charting music release today on US itunes and holds number #6 atm! Let people hear this amazing song.,None (thread root),multi_intent,DIRECT_TROUBLESHOOT,N/A,"@743504 Hey! Thanks for the feedback. Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion 🙂 /CP",PENDING_HUMAN_REVIEW,Candidate intent: multi_intent. Acknowledge primary symptom and offer initial isolation steps
SPOT-GOLD-198,617442,@SpotifyCares If there is any similar action in future for honest premium payers :),"Prior Turn [SpotifyCares (617440)]: @266495 Hey there! We currently don't have support in Czech, so we hope you don't mind if we reply in English. Can you tell us more about what's happening? We'll lend a hand /SY",subscription_and_billing,INFO_PROVISION,N/A,"@266495 Thanks for letting us know. Right now, this offer's for new subscribers only. Stay tuned for more deals for existing Premium subscribers, though 🙂 /SY",PENDING_HUMAN_REVIEW,"Candidate intent: subscription_and_billing. Explain subscription tier, family plan invite rules, or student discount criteria"
SPOT-GOLD-199,846801,@SpotifyCares Already have reached out to distributors nd labels and most of them aren't willing to change it or put me as a main artist. Not very helpful,Prior Turn [SpotifyCares (846800)]: @321256 Hey there! You'll need to reach out to your distributor to get this fixed up. There's some more info here: https://t.co/wljA2WvAjK /JW,music_catalog_and_content,INFO_PROVISION,N/A,@321256 No worries! Our Artist Services team should be able to help you out. You can contact them here: https://t.co/p1wbtdELHu 🙂 /JW,PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-200,2920672,"@117153 Spotify is down in Brazil. There's no error message, but i don't be able to play any music",None (thread root),service_outage_and_status,INFO_PROVISION,N/A,@808337 Hey Pedro! Everything should be running smoothly now. Let us know if this is still happening /CE,PENDING_HUMAN_REVIEW,Candidate intent: service_outage_and_status. Acknowledge known platform issue/outage and inform customer engineers are restoring service
