example_id,conversation_id,customer_message,conversation_context,intent,expected_action,escalation_reason,historical_resolution,review_status,annotation_notes,proposed_intent,proposed_expected_action,proposed_escalation_reason,reviewed_by,reviewed_at,ai_proposed_intent,ai_proposed_expected_action,ai_proposed_escalation_reason,ai_confidence,ai_agrees_with_candidate
SPOT-GOLD-139,1077076,@SpotifyCares It doesn’t crash but it plays an ad right directly after it says I’m getting my thirty minutes,Prior Turn [SpotifyCares (1077075)]: @374112 Hey! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /NY,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,"@374112 Got it. Just to check, did you definitely watch the video ad that grants you 30 minutes ad-free listening after hearing the offer? /NY",VERIFIED,AI recommendation based on diagnostic symptoms: app_crash_and_performance -> DIRECT_TROUBLESHOOT.,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:49.678422,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-140,1554532,".@SpotifyCares why when I have a massive list of music on shuffle, does it only circulate through three artists? And why does your android app/desktop app suck at picking up other devices? C'mon now!!  #lets👏code👏better👏 #uninstallreinstall #forcestop #bugs",None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@480817 Hey! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od. As for your other issue, does restarting your connection help? /NQ",VERIFIED,AI recommendation based on diagnostic symptoms: playlist_library_and_curation -> DIRECT_TROUBLESHOOT.,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:52.289734,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-141,1803782,I wish the @115888 time capsule playlist rotated. Like a new selection of songs from a diff period of time every week or month.,None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@183147 Hey there, this sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users 🙂 /KL",VERIFIED,AI recommendation based on diagnostic symptoms: playlist_library_and_curation -> DIRECT_TROUBLESHOOT.,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:53.369537,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-142,1067216,@115888 Look at this shit. You can't even uninstall it without the damn uninstaller crashing. Why the fuck should we pay for this again? https://t.co/J5YKObC8zb,"Prior Turn [Customer (1067216)]: @115888 Sure starting to miss Groove already, at least it would work worth a shit. Care to make sure your app installs and opens correctly?",app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,"@371846 Hey, sorry about that. Could you let us know what operating system and Spotify version you're using? We'll check backstage /RK",VERIFIED,AI recommendation based on diagnostic symptoms: app_crash_and_performance -> DIRECT_TROUBLESHOOT.,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:54.079690,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-143,2877437,@SpotifyCares I bought premium student today and you guys charged me didn't but change my account status to premium,None (thread root),subscription_and_billing,INFO_PROVISION,N/A,@798718 Hey Adam! Can you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt,VERIFIED,AI recommendation based on diagnostic symptoms: subscription_and_billing -> INFO_PROVISION.,subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,human,2026-09-13T15:58:32.047044,subscription_and_billing,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-144,442492,How do I setup @115888 w GoogleHome so after playing a specific song it continues to play songs by that artist.,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,@219902 Hi there! Check out more info about Spotify on Google Home here: https://t.co/6tXVssl5I5. Let us know if you're getting the same issue /JM,VERIFIED,AI recommendation based on diagnostic symptoms: music_catalog_and_content -> INFO_PROVISION.,music_catalog_and_content,INFO_PROVISION,N/A,human,2026-09-13T15:57:54.829818,music_catalog_and_content,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-145,2286066,@SpotifyCares please help me get back into my spotify account.  it got hacked and then your customer service apparently canceled my account and I can't use the chat or the help site because i can't log in.,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,@664298 No worries. This is something for our Accounts team. You should receive an email from them shortly /AR,VERIFIED,Security issue or account lockout requires credential lookup via DM.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,human,2026-09-13T15:58:32.192069,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,HIGH,True
SPOT-GOLD-146,1095349,@115888 Can you tell me where to find what email address my account is registered? Forgot my password but not sure where it’s sent to ...,None (thread root),account_access_and_login,INFO_PROVISION,N/A,"@378482 Hey Paul, help's here! Could you DM us your account's username? We'll look backstage 🔍 /DQ https://t.co/ldFdZRiNAt",VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,human,2026-09-13T15:58:32.394986,account_access_and_login,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-147,812492,@SpotifyCares Heyy! I've been experiencing problems again lately with downloading music through my cellular data. Mond if you cab help me?,None (thread root),offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,"@313597 Hey there! What's happening exactly? Can you let us know the device, operating system, and app version you're using? /PB",VERIFIED,AI recommendation based on diagnostic symptoms: offline_listening_and_downloads -> DIRECT_TROUBLESHOOT.,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:55.465252,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-148,1172349,@SpotifyCares can I also choose an annual payment? For Premium,None (thread root),subscription_and_billing,INFO_PROVISION,N/A,@395755 Hi Chris! Can you let us know which country your account is registered in? We'll take a look backstage /GT,VERIFIED,AI recommendation based on diagnostic symptoms: subscription_and_billing -> INFO_PROVISION.,subscription_and_billing,INFO_PROVISION,N/A,human,2026-09-13T15:57:56.468066,subscription_and_billing,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-149,925780,@115888 and I know it's not actually a wrong password because again it works on my desktop. About to cancel and go to Google music,None (thread root),account_access_and_login,INFO_PROVISION,N/A,@339681 2: everytime you try to log in? We'll figure out what's going on backstage /RR https://t.co/ldFdZR1cbT,VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,INFO_PROVISION,N/A,human,2026-09-13T15:57:57.208165,account_access_and_login,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-150,1659872,@SpotifyCares I am trying to remove the below song that’s greyed out-it was a local file and it will not budge-what do I do? https://t.co/viuZ6hLq2j,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,@506389 Hi there! We suggest removing the track from your folder then sync it again. Keep us in the loop /JM,VERIFIED,"Catalog licensing, country availability, or explicit track filtering inquiry.",music_catalog_and_content,INFO_PROVISION,N/A,human,2026-09-13T15:57:57.804480,music_catalog_and_content,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-151,2225668,"@SpotifyCares why do my downloaded albums keep being undownloaded? Samsung S7, upto date Android.",None (thread root),offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,@649719 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /DR,VERIFIED,AI recommendation based on diagnostic symptoms: offline_listening_and_downloads -> DIRECT_TROUBLESHOOT.,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:58.201965,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-152,772237,@116130 @115888 hello Spotify. Can you advise if you are working on equaliser settings for Chromecast? The sound is flat without it...,None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,@304462 2: something you'd like to see. You can also add your vote to the idea here: https://t.co/feQez5RIdd to help make it happen /LM,VERIFIED,AI recommendation based on diagnostic symptoms: playback_and_audio -> DIRECT_TROUBLESHOOT.,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:58.364854,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-153,190088,"@SpotifyCares hi, I just want to double check that I put my address in correctly for the family plan. Is there some way to check that?",None (thread root),subscription_and_billing,INFO_PROVISION,N/A,@160570 Hi! We're afraid you can't view or change the address you've registered when you signed up as the owner of Premium for Family /QI,VERIFIED,AI recommendation based on diagnostic symptoms: subscription_and_billing -> INFO_PROVISION.,subscription_and_billing,INFO_PROVISION,N/A,human,2026-09-13T15:57:58.610161,subscription_and_billing,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-154,2011750,"So @115888 work this out, ""listen 2 the short advert n get 30min ad free music"" 6 min later ""listen.."" repeat. (also add ad is listened to)",None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@594886 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /NY",VERIFIED,AI recommendation based on diagnostic symptoms: playlist_library_and_curation -> DIRECT_TROUBLESHOOT.,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:58.798140,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-155,1516278,"Hi @SpotifyCares, i can't login to my account, i want to reset my password and can't get the link on my email. Can you help me to check?",None (thread root),account_access_and_login,INFO_PROVISION,N/A,@471802 Hi Ridha! Can you send us a DM with your username or email address? We'll take a look backstage /NH https://t.co/ldFdZRiNAt,VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,human,2026-09-13T15:58:32.552020,account_access_and_login,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-156,2959361,@115888 Can you help me with undoing Facebook login??,None (thread root),account_access_and_login,INFO_PROVISION,N/A,@816779 Hey! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt,VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,human,2026-09-13T15:58:32.744062,account_access_and_login,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-157,2203819,@SpotifyCares I've already done that and been told to contact some one else to claim my refund. It's ridic!,Prior Turn [SpotifyCares (2203818)]: @644397 Hey there! Can you fire over your account's username or email address via DM? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt,subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,"@644397 Hmm, we're afraid we're not seeing any other conversations on our end. Just to check, did you talk to our Email or Chat teams? /JM",VERIFIED,Explicit billing dispute or refund request requires secure human DM lookup.,subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,human,2026-09-13T15:58:32.891448,subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,HIGH,True
SPOT-GOLD-158,1787392,@SpotifyCares My account is considered as not active when I'm currently using it and I can't log in on the desktop site due to it.,None (thread root),account_access_and_login,INFO_PROVISION,N/A,"@536978 Hey! Can you send us a screenshot of what you're seeing? Also, can you DM us your account's email address? We'll take a look /SJ https://t.co/ldFdZRiNAt",VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,human,2026-09-13T15:58:33.068359,account_access_and_login,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-159,468344,@115888 Can I suggest doing promos for long term subscribers too??,Prior Turn [Customer (468344)]: Premium gives you unlimited skips. Get 3 months now for just $0.99. https://t.co/4vP0OoZT8b,subscription_and_billing,INFO_PROVISION,N/A,@497318 Hey Travis. Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team /QI,VERIFIED,AI recommendation based on diagnostic symptoms: subscription_and_billing -> INFO_PROVISION.,ambiguous_vague,CLARIFICATION_PROMPT,N/A,human,2026-09-13T15:58:33.276069,subscription_and_billing,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-160,325611,"@SpotifyCares I was just wondering if (and if so why) the album ""revenge"" by xxxtentacion was taken down???? :))",Prior Turn [SpotifyCares (325609)]: @193568 Hey there! Can you let us know what we can help you with? We'll be happy to lend a hand /LM,multi_intent,DIRECT_TROUBLESHOOT,N/A,"@193568 Gotcha. Sometimes content becomes unavailable due to licensing. More info at https://t.co/YlV1IAXwsi. Any other questions, just shout /LM",VERIFIED,"Multi-issue query spanning: service_outage_and_status, music_catalog_and_content.",multi_intent,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:58:33.404728,multi_intent,DIRECT_TROUBLESHOOT,N/A,MEDIUM,True
SPOT-GOLD-161,1839176,"@SpotifyCares ..but when I try to reset my password, it says I need to login with my facebook.","Prior Turn [Customer (1839176)]: @SpotifyCares trying to log into my account on web and player with facebook. when i try login, says my account isnt registered with facebook",account_access_and_login,INFO_PROVISION,N/A,"@551201 Hey Joe, help's here! Could you DM us your account's username or email address? We'll take a look backstage /GU https://t.co/ldFdZRiNAt",VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,human,2026-09-13T15:58:33.608338,account_access_and_login,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-162,2674463,@115888 is #reputation gonna be available soon? :(,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,"@752880 Hey! We’ll have it available to you as soon as it’s available to us! For now, check out the singles: https://t.co/3h0TnPWP0c /BD",VERIFIED,AI recommendation based on diagnostic symptoms: ambiguous_vague -> CLARIFICATION_PROMPT.,ambiguous_vague,CLARIFICATION_PROMPT,N/A,human,2026-09-13T15:58:33.766661,ambiguous_vague,CLARIFICATION_PROMPT,N/A,MEDIUM,True
SPOT-GOLD-163,544573,"@SpotifyCares dear admin, how can I display the lyrics on spotify via android phone ? Thanks",None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,"@232355 Hi there. The Spotify app does not have a built-in lyrics feature yet, but you can install Musixmatch if you'd like to have lyrics with the tracks you play in Spotify. There's more info here: https://t.co/XQrxFTRpil. Let us know if you have any other questions /LM",VERIFIED,AI recommendation based on diagnostic symptoms: music_catalog_and_content -> INFO_PROVISION.,music_catalog_and_content,INFO_PROVISION,N/A,human,2026-09-13T15:57:58.955595,music_catalog_and_content,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-164,6486,@117153 @SpotifyCares When it will boom down to Indian market? #cantwaitmore,Prior Turn [Customer (6486)]: Phew! Everything should be back to normal now. Let @SpotifyCares know if you’re still having issues.,service_outage_and_status,INFO_PROVISION,N/A,@563555 Hey! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /RC,VERIFIED,AI recommendation based on diagnostic symptoms: service_outage_and_status -> INFO_PROVISION.,service_outage_and_status,INFO_PROVISION,N/A,human,2026-09-13T15:57:59.129811,service_outage_and_status,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-165,485507,@SpotifyCares I can't log into my account and password reset tokens are broken. Help! Username: 99CENTSPECIAL,None (thread root),account_access_and_login,INFO_PROVISION,N/A,"@230507 Hey Janelle, help's here! Does logging out &gt; restarting the device &gt; logging back in help? Keep us in the loop /JX",VERIFIED,AI recommendation based on diagnostic symptoms: account_access_and_login -> INFO_PROVISION.,account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,human,2026-09-13T15:58:33.958840,account_access_and_login,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-166,1148119,@SpotifyCares how do i follow my daughter on spotify who doesnt have a facebook account but has a a spotify account?,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,@390201 Hey there! We have more info about this here: https://t.co/OTTdhlTtX7. Let us know if you have any questions /MC,VERIFIED,AI recommendation based on diagnostic symptoms: ambiguous_vague -> CLARIFICATION_PROMPT.,ambiguous_vague,CLARIFICATION_PROMPT,N/A,human,2026-09-13T15:58:34.120072,ambiguous_vague,CLARIFICATION_PROMPT,N/A,MEDIUM,True
SPOT-GOLD-167,1759269,"@529540 @SpotifyCares It's there, but every time I try to play it I get ""This song is not available.  If you have the file on your computer you can import it.""","Prior Turn [Customer (1759268)]: @529539 @SpotifyCares Still there for me, dude!",music_catalog_and_content,INFO_PROVISION,N/A,"@529539 Hi Mike, help's here! Are you experiencing this issue with Beck's tracks alone? What device/OS are you using? /RR",VERIFIED,"Catalog licensing, country availability, or explicit track filtering inquiry.",music_catalog_and_content,INFO_PROVISION,N/A,human,2026-09-13T15:57:59.288327,music_catalog_and_content,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-168,155385,"@SpotifyCares hello, i wanna ask. How bout the student who doesn't have any cc for payment? Can we still get that promo? https://t.co/uhTeTHgCkw",None (thread root),subscription_and_billing,INFO_PROVISION,N/A,@151643 Hey there! Can you DM us your account's username or email address? We'll have a look backstage /AG https://t.co/ldFdZRiNAt,VERIFIED,AI recommendation based on diagnostic symptoms: subscription_and_billing -> INFO_PROVISION.,subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,human,2026-09-13T15:58:34.292087,subscription_and_billing,INFO_PROVISION,N/A,HIGH,False
SPOT-GOLD-169,464473,"@SpotifyCares Hi. Is there a way to listen to artists without it affecting the discover weekly playlist (which I love, by the way!) or can you add a “ghost mode” of sorts so I can listen/test artists without affecting that playlist? @147836 @115888",None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,@225443 @147836 Hey Mark! Check out our Private listening feature here: https://t.co/YiFQ2nYSQL. We hope this helps /AB,VERIFIED,AI recommendation based on diagnostic symptoms: playlist_library_and_curation -> DIRECT_TROUBLESHOOT.,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:59.438414,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-170,411619,my spotify on my mac keeps crashing please help @SpotifyCares,None (thread root),app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,@213195 Hey Emily! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /RV,VERIFIED,AI recommendation based on diagnostic symptoms: app_crash_and_performance -> DIRECT_TROUBLESHOOT.,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:59.587866,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-171,2825209,"@SpotifyCares Hit play &amp; it stops. Anything from 1 to 3 secs. Working fine now. Does happen 2 to 4 times a week. Sorts itself in mins to an hour, as you keep checking. Using an HP Spectre x2 laptop (detachable) Windows 10. I've looked through Settings for 'search for updates' but to avail.","Prior Turn [SpotifyCares (2825207)]: @787069 Hey there, we understand how you feel about this. What's happening exactly? Can you also let us know the operating system and Spotify version you're using? We'll see what we can suggest /AY",non_support_or_chatter,INFO_PROVISION,N/A,"@787069 Thanks for the info. Just to check, are you using a shared/public or private WiFi connection? If you're at home, can you restart your router? Let us know how everything plays out /WP",VERIFIED,Customer confirms issue is resolved/working now; polite closure.,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:58:35.666879,non_support_or_chatter,INFO_PROVISION,N/A,MEDIUM,False
SPOT-GOLD-172,275584,Dear @115888 where did my 1000s of saved songs go from the last two years????!!!!!????,None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@181824 Hey Hailey, help's here. Just to check, are all your saved songs missing or just some? Can you still see your playlists? /AY",VERIFIED,AI recommendation based on diagnostic symptoms: playlist_library_and_curation -> DIRECT_TROUBLESHOOT.,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:59.756253,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-173,728613,@SpotifyCares Nothing. It just suddenly stops.,Prior Turn [SpotifyCares (728611)]: @294538 Hi there! Do you get any specific error messages? Does restarting the app help at all? /ST,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@294538 Does it happen over WiFi, 3G/4G, or both? Could you try restarting your phone to see if that helps? /ST",VERIFIED,AI recommendation based on diagnostic symptoms: playback_and_audio -> DIRECT_TROUBLESHOOT.,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:57:59.924750,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-174,1106335,@SpotifyCares the share option on my pixel crashes the app. If I re install am I going to lose all my downloaded music?,None (thread root),multi_intent,DIRECT_TROUBLESHOOT,N/A,@381096 2: all your saved songs and playlists for offline use. Hope that clears things up /DD,VERIFIED,"Multi-issue query spanning: offline_listening_and_downloads, app_crash_and_performance.",multi_intent,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:58:37.140248,multi_intent,DIRECT_TROUBLESHOOT,N/A,MEDIUM,True
SPOT-GOLD-175,2917770,#Spotify down @131098? https://t.co/1rnSlIMvVn,None (thread root),service_outage_and_status,INFO_PROVISION,N/A,@807603 Hey Fiona! Everything should be running smoothly now. Let us know if this is still happening /GS,VERIFIED,AI recommendation based on diagnostic symptoms: service_outage_and_status -> INFO_PROVISION.,service_outage_and_status,INFO_PROVISION,N/A,human,2026-09-13T15:58:00.118063,service_outage_and_status,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-176,2842907,Oi @115888 a load of my playlists vanished.,None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@790943 Hey there! You can recover your deleted playlists by following the steps here: https://t.co/QKmbU0l1GC. We hope this helps. If you have any other questions, just give us a shout /NG",VERIFIED,AI recommendation based on diagnostic symptoms: playlist_library_and_curation -> DIRECT_TROUBLESHOOT.,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:58:00.279419,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-177,2981105,@115888 i just updated my app and it keeps crashing what do i do,None (thread root),app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,"@822220 Hey Alex! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /LO",VERIFIED,AI recommendation based on diagnostic symptoms: app_crash_and_performance -> DIRECT_TROUBLESHOOT.,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:58:00.428898,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-178,889539,@SpotifyCares Thank you for reply!,Prior Turn [SpotifyCares (889537)]: @331185 Hey there. Sometimes content gets removed because of licensing changes. Hopefully we'll have it available again soon! /BH,non_support_or_chatter,INFO_PROVISION,N/A,@331185 You're welcome! If anything else comes up just give us a shout. We're here around the clock 🙂 /BH,VERIFIED,AI recommendation based on diagnostic symptoms: non_support_or_chatter -> INFO_PROVISION.,non_support_or_chatter,INFO_PROVISION,N/A,human,2026-09-13T15:58:00.592121,non_support_or_chatter,INFO_PROVISION,N/A,HIGH,True
SPOT-GOLD-179,228063,"Hey @115888 , I'm getting real tired of not being able to listen to music and have the app crash all the time.  Please fix it. https://t.co/c1kQ9g7Hej",None (thread root),app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,"@170378 Hey, help's here! Can you let us know your device, as well as the Android and Spotify versions? We'll see what we can suggest /JP",VERIFIED,AI recommendation based on diagnostic symptoms: app_crash_and_performance -> DIRECT_TROUBLESHOOT.,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:58:00.759219,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-180,1970803,@115888 I can’t listen to my music offline when your app repeatedly deletes my music and makes me redownload it twice a week https://t.co/b6fZ9J5uHx,None (thread root),offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,"@583775 1: Hey Kayla, sorry to hear that! Check out the steps under “Downloads unexpectedly removed”...",VERIFIED,AI recommendation based on diagnostic symptoms: offline_listening_and_downloads -> DIRECT_TROUBLESHOOT.,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:58:00.900268,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-181,504281,"Hey @115888 I have an idea; why don't we encode playlist identifiers in the stream so we can ""Shazam"" for playlists? #dinneratarestaurrant",None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,@235572 Hey Andreas! We can see how that’d be handy. We can’t make any promises but we’ll pass your feedback onto the right folks 🙂 /JI,VERIFIED,AI recommendation based on diagnostic symptoms: playlist_library_and_curation -> DIRECT_TROUBLESHOOT.,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:58:01.057999,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-182,450893,@SpotifyCares Add “Pirates” to the This is: @221912 playlist RIGHT NOW!!!!,None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@221911 Hi Tyler! Thanks for the feedback. Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion 🤘 /JI",VERIFIED,AI recommendation based on diagnostic symptoms: playlist_library_and_curation -> DIRECT_TROUBLESHOOT.,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,human,2026-09-13T15:58:01.213972,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,HIGH,True
SPOT-GOLD-183,1334568,@SpotifyCares can I use NUS Extra for my student discount or is it only unidays?,None (thread root),subscription_and_billing,ESCALATE_TO_HUMAN_DM,STUDENT_OR_FAMILY_VERIFICATION_MANUAL_CHECK,@431324 Hey Leesha! NUS is currently unavailable as a discount option. We’d recommend using UNiDAYS at https://t.co/ZCWeItTUhj /JN,VERIFIED,Student discount or SheerID verification manual check.,subscription_and_billing,INFO_PROVISION,N/A,human,2026-09-13T15:58:36.974954,subscription_and_billing,ESCALATE_TO_HUMAN_DM,STUDENT_OR_FAMILY_VERIFICATION_MANUAL_CHECK,HIGH,False
SPOT-GOLD-184,2675792,"@117168 Trying to open the student account you charged me 2 times the same amount. The worst, you do not have a customer service number https://t.co/UbBTrRl1mZ",None (thread root),subscription_and_billing,INFO_PROVISION,N/A,@583059 Hey Joseph! Help's here. Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt,VERIFIED,AI recommendation based on diagnostic symptoms: subscription_and_billing -> INFO_PROVISION.,subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,human,2026-09-13T15:58:37.322670,subscription_and_billing,INFO_PROVISION,N/A,HIGH,False
